rsi_buy,rsi_sell,trades,total_return_pct,cagr_pct,winrate_pct,profit_factor,expectancy_pct_per_trade,max_drawdown_pct,avg_win_pct,avg_loss_pct
48,69,16,84.89951449807478,8.36040839287735,75.0,3.1556282896464842,4.30956599169312,-15.728805517691969,8.411708966586547,-7.996862932987161
30,57,13,84.43972444439567,8.32516989334271,84.61538461538461,9.534548280536313,4.93810014307323,-6.634750000592227,6.51973798780779,-3.760908002966851
34,67,12,81.77280312871278,8.11925677417178,83.33333333333334,5.33664865271488,5.382870150363514,-8.357079099148578,7.948945566810323,-7.447506931870534
32,55,15,81.61172465730328,8.106735974907586,86.66666666666667,5.709836354674427,4.209167930137178,-11.538927692887802,5.887921394038536,-6.702729585221662
34,61,16,81.42389738190188,8.092123764668502,81.25,5.060248042488595,3.937047308971002,-10.91218780260138,6.039020497854103,-5.171503176189099
34,57,18,81.09907194646435,8.066822578204658,83.33333333333334,4.126391651801203,3.5246002768842084,-14.043103523479694,5.582364378471416,-6.764220231051831
44,61,26,79.84316352159624,7.968625160423182,73.07692307692307,2.436686568731938,2.5567823418413043,-20.569619637818825,5.934049203189818,-6.6100848532475185
44,59,29,78.56523095488568,7.868091855912551,75.86206896551724,2.4556905862100824,2.2588600761243036,-22.80189704689922,5.0230698634633955,-6.428656398369985
50,69,17,77.87265809575258,7.813346413350075,70.58823529411765,2.7790883185042534,3.8443030151032653,-15.728805517691969,8.50726827077868,-7.346813598517732
38,61,22,77.40214425633576,7.7760481427443295,77.27272727272727,2.797880391999897,2.855517320030798,-14.754272835409754,5.7507820285350615,-6.988382688883695
44,63,23,77.39947840388703,7.775836572107719,78.26086956521739,2.537595244096676,2.8258018530701543,-20.569619637818825,5.959054551968126,-8.453907862962549
44,65,20,76.20221710310797,7.680537506630403,75.0,2.49181234596492,3.252976627376473,-19.216836194005904,7.24470683206839,-8.722213986699279
36,61,19,76.03841218461194,7.667455287899827,78.94736842105263,3.9355249142676945,3.165728874421174,-11.801436692885847,5.375921949186255,-5.122495155947879
30,55,13,72.8989798095479,7.414657951839798,92.3076923076923,9.627413043552316,4.403132976601395,-6.634750000592227,5.322956558034195,-6.634750000592227
42,55,33,72.5231667059915,7.38412935869075,78.78787878787878,2.1661367201623887,1.8875272593409684,-22.673988577661895,4.4501045859847475,-7.630617096764494
38,55,28,72.1002989333449,7.3497091497781275,75.0,2.496156157578249,2.130483302099358,-17.75016173125481,4.739272689967477,-5.6958848615049975
30,63,11,72.0442577402912,7.345142043075659,90.9090909090909,18.643045042179654,5.187040067307044,-3.2339905387062773,6.029143127908376,-3.233990538706266
36,65,16,71.0614599708977,7.264837457577178,75.0,3.7003602688979798,3.618181028076342,-10.299321813592655,6.610759053735713,-5.359553048901769
50,67,20,71.05604530695348,7.264393914560863,70.0,2.3884395573496335,3.080470590347888,-16.669550997232996,7.570181703309027,-7.395522006561433
32,63,12,70.00338081656179,7.177932001947052,83.33333333333334,6.42090647230502,4.702255989395915,-8.316799238683503,6.683622985417574,-5.204578990712383
32,65,11,69.98985252995342,7.1768178133972516,81.81818181818183,6.06251178818756,5.169103892429465,-6.755337295530861,7.565749979173663,-5.615803497919431
38,57,26,69.12027673211053,7.105037380624024,80.76923076923077,2.5020402429303403,2.2205841289957102,-17.75016173125483,4.579668122122318,-7.687568642136045
36,63,17,68.08490063631073,7.019151053869832,76.47058823529412,4.171458503617819,3.260047408248159,-11.801436692885858,5.607359223935684,-4.368715992736294
42,57,30,67.6204214343208,6.980472129824156,76.66666666666667,2.1861260529147315,1.9766558261343312,-22.673988577661895,4.751916824419464,-7.142058882516821
34,55,18,65.12219686411325,6.770823089134015,83.33333333333334,3.9785982743437804,2.9750848989258465,-14.043103523479694,4.768686430868371,-5.992922760786782
34,65,13,63.59726901058265,6.641493030811874,76.92307692307693,3.8694485807428722,4.099773090594613,-9.394928073557763,7.1871019593112155,-6.1913231384607315
30,65,10,62.30073784979342,6.530706457264435,80.0,9.505146638619546,5.156017793689273,-4.476269700308011,7.2028013276415805,-3.0311163421199607
34,63,14,60.75059052280862,6.397234375974659,78.57142857142857,4.37551512878535,3.6314425915003277,-10.91218780260138,5.9910599363298225,-5.020487672874489
36,57,21,55.59505688297599,5.945129423896445,80.95238095238095,2.7569358554103425,2.2786826182474544,-14.901100514523469,4.4169752789318935,-6.809061189661412
46,63,25,54.12410401251799,5.813749628671894,80.0,2.0338455187081306,2.0383095954871755,-20.569619637818825,5.012362535678477,-9.857902165278034
46,65,21,53.25784722863127,5.735868055044446,76.19047619047619,2.024398788799728,2.424513445407955,-19.216836194005904,6.28855583730547,-9.940422208664092
44,57,30,50.802192144701806,5.512991323146621,76.66666666666667,1.9366378020713853,1.6087025143704514,-23.36113309467929,4.338562742916893,-7.36083823656786
44,55,33,49.22054848295956,5.367763966740724,75.75757575757575,1.8270702261226939,1.4353306643157697,-23.36113309467929,4.185417135002324,-7.158689556579714
46,61,28,48.082972145506695,5.262481422316023,75.0,1.8536530766660944,1.68070705337627,-20.569619637818825,4.866063877896903,-7.87536342018563
48,65,21,46.324460740630144,5.098339539703822,76.19047619047619,1.9192894667436937,2.1834241375285037,-19.216836194005904,5.983091092635155,-9.975510118812776
50,65,24,45.96266975576295,5.064356912225909,70.83333333333334,1.843118386679156,1.8970552966531586,-19.216836194005893,5.854731482081268,-7.714444010815109
48,63,25,45.81201692867438,5.050184659769763,80.0,1.9061125972010462,1.8053154812717136,-20.569619637818825,4.747112267564264,-9.961871663898489
46,59,31,44.41659211219346,4.918305341382778,74.19354838709677,1.803377638313833,1.428798801624878,-23.735786425981974,4.322867021419707,-6.891647330285257
36,55,21,39.77100334949974,4.4711262501308635,71.42857142857143,2.301998322163978,1.7485054121879704,-14.901100514523469,4.328023346332838,-4.700289423174198
50,63,28,38.00056388246256,4.297299365152418,71.42857142857143,1.6650740655157406,1.4134739229296367,-21.165494105059636,4.95426667605658,-7.438507959887724
48,61,28,35.42172123325176,4.040599918588761,75.0,1.67602712734994,1.343540934854152,-20.569619637818825,4.441263695729425,-7.94962734777167
50,59,37,33.135749899386326,3.8094748281604085,67.56756756756756,1.5215092651431228,0.9867493177749962,-24.792158757134196,4.260701636538134,-5.833984679648207
48,59,32,32.599164336922584,3.754723274444749,68.75,1.6077994648648923,1.1078123885854552,-23.735786425981974,4.262506766550222,-5.832515242937032
50,61,32,29.517286488247805,3.4364756461003676,68.75,1.5170938299636603,1.0405234555121996,-21.619977769644205,4.440401680785758,-6.439208640089629
50,57,42,25.994825865528593,3.0645663748932073,66.66666666666666,1.404600778366275,0.7499189045950052,-26.186864056686552,3.905096332336402,-5.560435950887786
46,57,33,25.784780772900607,3.0421049556188073,69.6969696969697,1.4807966898315497,0.9271906394888486,-25.150081811677083,4.097218342656866,-6.363873077797594
48,57,35,23.43962868334031,2.7890835426539473,65.71428571428571,1.4289771665171398,0.821554609802156,-25.150081811677083,4.164546908020321,-5.585847295115993
48,55,39,19.495395320986365,2.353952747553212,69.23076923076923,1.3464204127177861,0.6553968349916318,-25.150081811677083,3.6794456743803856,-6.148713053633063
46,55,36,14.845776056655048,1.8246694988337309,66.66666666666666,1.3030148448241774,0.5928208508050106,-25.150081811677083,3.8238441884015977,-5.869225824388162
50,55,47,12.230898903258613,1.5187685290280362,68.08510638297872,1.2259711421956647,0.4200825711357891,-26.186864056686552,3.347416941404343,-5.824897418770458
