Ticker,Strategy,Start,End,breakout_lookback,exit_lookback,use_trend_filter,trend_ma_window,atr_period,use_atr_momentum,atr_momentum_mult,breakeven_atr_mult,stop_loss_pct,take_profit_pct,trailing_stop_pct,cooldown_days_after_sl,risk_per_trade_pct,Trades,WinRate,PF,AvgRet,TotalReturn,CAGR,MaxDD,SharpeD,YoY_min,YoY_max,YoY_mean,YoY_neg_years
ERIC B,breakout,2018-01-01,latest,20,10,True,100,14,True,0.5,0.0,0.06,0.15,,14,0.5,32,0.21875,0.5235811845493942,-0.018651566350344904,-0.054188266217123915,-0.007251629489604006,-0.06903770033517065,-0.5659368362770659,-0.016103233230562397,0.008835162577129685,-0.008173852355061644,6
ERIC B,breakout,2018-01-01,latest,20,10,True,100,14,True,0.5,0.0,0.06,0.15,0.1,14,0.5,32,0.21875,0.5235811845493942,-0.018651566350344904,-0.054188266217123915,-0.007251629489604006,-0.06903770033517065,-0.5659368362770659,-0.016103233230562397,0.008835162577129685,-0.008173852355061644,6
ERIC B,breakout,2018-01-01,latest,30,10,True,100,14,True,0.5,0.0,0.1,0.15,,0,0.5,29,0.27586206896551724,0.47564988371543554,-0.023074813602358312,-0.0359175964649735,-0.004767130700256139,-0.04627502624587487,-0.5966530482265753,-0.01327689828699341,0.008603775355499277,-0.00485882957137862,6
ERIC B,breakout,2018-01-01,latest,20,10,True,100,14,True,0.8,0.0,0.06,0.15,0.1,0,0.5,27,0.25925925925925924,0.4799108256689815,-0.022113245209155655,-0.05329970610234436,-0.007129839293857909,-0.07488221001564288,-0.6035977129790577,-0.01884980819478277,0.009368664494328938,-0.00804416625606262,6
ERIC B,breakout,2018-01-01,latest,30,10,True,100,14,True,0.5,0.0,0.1,0.15,0.1,14,0.5,29,0.27586206896551724,0.47714731642575897,-0.02293113544143878,-0.03571619546312532,-0.004739972495337308,-0.046075788956098096,-0.6100532311383371,-0.01327689828699341,0.008603775355499055,-0.004829188982568043,6
ERIC B,breakout,2018-01-01,latest,20,10,True,100,14,True,0.3,0.0,0.06,0.15,,14,0.5,33,0.21212121212121213,0.49784958747424873,-0.020137604658906738,-0.05967579808989798,-0.00800598788420781,-0.07443907685576956,-0.6158644695444231,-0.016103233230562397,0.008835162577129685,-0.008995788979830712,6
ERIC B,breakout,2018-01-01,latest,20,10,True,100,14,True,0.3,0.0,0.06,0.15,0.1,14,0.5,33,0.21212121212121213,0.49784958747424873,-0.020137604658906738,-0.05967579808989798,-0.00800598788420781,-0.07443907685576956,-0.6158644695444231,-0.016103233230562397,0.008835162577129685,-0.008995788979830712,6
ERIC B,breakout,2018-01-01,latest,30,10,True,100,14,True,0.5,0.0,0.08,0.15,0.1,14,0.5,29,0.27586206896551724,0.4736904154258959,-0.023167406194950908,-0.04493013319160066,-0.005987517261556663,-0.05771841951511392,-0.6160922303679839,-0.01658481665304823,0.010754063304757144,-0.006097878113699725,6
ERIC B,breakout,2018-01-01,latest,30,10,True,100,14,True,0.8,1.0,0.08,0.15,0.1,14,0.5,25,0.44,0.38729568975575196,-0.021145300782457247,-0.03567843206543009,-0.004734880785203566,-0.049051121121308716,-0.616538038840422,-0.008702878135049108,0.0024201545170303707,-0.004752908625497297,5
ERIC B,breakout,2018-01-01,latest,30,10,True,100,14,True,0.8,1.0,0.08,0.15,0.1,0,0.5,25,0.44,0.38729568975575196,-0.021145300782457247,-0.03567843206543009,-0.004734880785203566,-0.049051121121308716,-0.616538038840422,-0.008702878135049108,0.0024201545170303707,-0.004752908625497297,5
