ticker,entry_date,entry_price,exit_date,exit_price,qty,pnl,ret,exit_reason
VOLV B,2024-11-08,285.6,2024-11-11,280.5,350.14005602240894,-1785.7142857142935,-0.017857142857142936,stop_loss
VOLV B,2025-01-21,289.1,2025-02-18,335.4,339.72426743094326,15729.233582052657,0.1601521964718089,take_profit
VOLV B,2025-06-04,262.8,2025-06-05,263.1,433.57503537419467,130.07251061226333,0.0011415525114155684,stop_loss
VOLV B,2025-07-23,289.2,2025-07-24,283.3,394.44533819830787,-2327.2274953700075,-0.020401106500691484,stop_loss
